status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,Boeing 773 / A319,Couple Leisure,Business Class,Montreal to Marseille via Paris,July 2022,5.0,5.0,4.0,4.0,4.0,3.0,5,yes,9,"  Check in in YUL was quick but not smiley. Lounge welcome none, food not eatable, Champagne from a cheap brand. These are the only bad news from 2 flights that went smoothly, with excellent on-board service. 16 years old 777, retrofitted, but showing signals of usage. Small (14 seats) business class cabin, therefore very quiet. Connecting in CDG was made easy, with separate immigration for connecting passengers. Lounge in CDG was packed at 6:00 AM ! As usual MRS baggage delivery at MRS is a shame, with no respect for priority bags. Not AF fault; just bad service form third party services."
✅ Trip Verified ,A330-300,Couple Leisure,Economy Class,Vancouver to Paris ,August 2022,,,,,,,1,no,1," Vancouver to Paris. My wife and I paid for direct roundtrip flights from Vancouver (YVR) to Paris (CDG) for our honeymoon trip, and that's where our first experience (and probably last) with Air France goes horrible. To start, our direct return flight home to Vancouver got cancelled, and they tried to put us on a connecting flight a day earlier, which obviously does not work with our travel plans as we are not even in Paris that 1 day earlier. Secondly, our seat selections for both our outbound and return flights that we made suddenly disappeared and my wife and I got separated to seats that were not together. We had booked our flights way earlier and there were lots of seat options at the time, but because they for whatever reason lost our seats, there were no good options left and my wife and I were stuck with choosing the only remaining option left for 2 seats together that were terrible, because all the seat selections had been taken now. I had to go through multiple several hour long phone calls with customer service to 1) get on a new connecting flight (no longer direct) for our return flight home, and 2) sort our all the seat selections for all of these flights, now that we were no longer on direct flights. What's weird is that our connecting flight home is now on Delta Airlines for both legs, not Air France? And they could not confirm me and my wife's seat selections to be next to each other for these flights, probably because they are on Delta Airlines rather than Air France? To make complaints, the customer service phone line does not handle this as they only handle reservations. We filled out the online complaint form on June 22 and have yet to hear back, as our flight is in less than a month now. We called their customer service line multiple times again to follow up on our complaint case #, but was told each time that they cannot do anything to help. When we asked to speak to a supervisor/manager, or be transferred to ANYONE who could possibly help, they said there is no human we can speak to directly, nobody they could transfer me to, no email or phone number to directly contact, and that I would have to wait for an email response to our complaint form, which again we had already waited for more than 1.5 months. In summary, this is our first time booking with Air France, and we have never experience such terrible non-existent customer service. This is not a single human you can speak to directly who can help with making things right. All you can do is submit an online complaint form into a black hole of cases that will never be addressed. I've tried multiple channels to reach ANYONE who can help, but each time I was told there is nobody who can help you, sir. Avoid Air France's archaic customer service system at all costs."
Not Verified ,,Business,Business Class,Rome to Lisbon Via Paris,June 2022,,,,,,3.0,1,no,1,"  Booked a business class flight from Rome to Lisbon Via Paris, completed online check-in, submitted the requested COVID Certificate, and received the Ready to Fly email from Air France, meaning everything I submitted was good to go. Arrived at the departing Airport only to be told that my seat was cancelled, my allocated seat was sold to another passenger, and it was now a sold-out flight. It's been a fight to get my refund. "
✅ Trip Verified ,,Business,Business Class,Paris to Düsseldorf,June 2022,3.0,1.0,4.0,,,2.0,2,no,1,"  During the aircraft loading process, my suitcase was first placed next to the loading belt, then at some point scanned and placed on the back of the trolley that pulls the suitcase dolly (I could watch the whole process from the window the whole time). That seemed strange to me, so I asked the stewardess in English if that was the right thing to do and she only said that the hold was full and the suitcase was loaded in the back. That struck me as odd, too, but that could be the case, I thought to myself and sat down again. More suitcases arrived, still being loaded into the same hold (so apparently the hold wasn't full after all). Meanwhile, my suitcase was still lying on the back of the car. At some point no more suitcases came and the loading belt was retracted. So I went to the stewardess again and told her that my suitcase is still on the back of this car and that the luggage strap is now being removed. After a short discussion, she fetched the pilot, who left the plane with my suitcase badge. I looked out the window and unfortunately the car on which my suitcase was lying was gone now too. After a minute or two the pilot came back and just said don't worry my suitcase will be on board. Then I just said if he was sure, because the last time I checked, my suitcase was still on the car and the luggage strap was retracted. The stewardess then answered me something in French, I just said that unfortunately I don't speak French and that's why I had spoken to her in English beforehand, she answered in French again. I sat down again and during the pushback I saw all the trolleys lined up and of course my suitcase was still on one of these trolleys.  My suitcase arrived in Düsseldorf the next evening, one of the four wheels had broken off, a wheel bearing had broken out, one of the two locks had broken and the suitcase was so warped that it could no longer be closed. A Rimowa aluminum case that has endured a lot for 8 years. The destruction of the suitcase, of course has more to do with Paris Airport, but the whole thing would probably not have happened like this if my suitcase had been loaded, because as the next to the baggage carousel at the airfield, all 4 wheels were still attached. All in all very disappointing."
✅ Trip Verified ,,Solo Leisure,Economy Class,New York to Paris,June 2022,1.0,1.0,,,,1.0,1,no,1,"  My flight was canceled on June 17, 2022. It was supposed to depart at 11:55 pm and 30 minutes Before we were supposed to take off they canceled it and told us they are going to give us a hotel to stay in until they get us a new flight, but 4 hours waiting in the airport until they got us a hotel in Manhattan witch is an hour away from the airport. After that they told us to pay for everything we need and save a copy of the receipt and send it to the airline for a refund. I ended up paying around 300 dollars and I still haven’t gotten the money back and it’s been almost 2 months!"
✅ Trip Verified ,,Solo Leisure,Economy Class,Zurich to Punta Cana via Paris,July 2022,1.0,1.0,3.0,5.0,3.0,1.0,1,no,1,"  This airline have 2 people working at the check in counter where you get there early and spend more than 2 hours waiting on a line even tho they know your flight is about to leave and you need to pass through security. Also they are losing luggage, and if they find one of them was open (even when you put a lock on it) with a lot of missing items. They did not answer the claims made."
✅ Trip Verified ,,Family Leisure,Economy Class,Paris to New York ,July 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  I make several international trips a year. This trips' flights with Air France were clearly the worst. We were only on this AF flight with our Delta reservations because of code sharing. Not only were the flight attendants condescending, food inedible and the ground service bizarre,  to add insult to injury, they lost our luggage and cannot locate it. AF's service desk is impossible to get on the phone. I have been trying for a day and a half since we returned to ask about the status of my missing luggage. We called Delta and after a wait of over an hour were told we should have called AF. Finally after a wait of over 2 hours we got a person to speak at AF -- the person manning the phones said they live in a status of perpetual wonderment as to where the luggage was and had certainly no idea where mine was. Frustration, upset, anger, disappointment. I will never fly Air France again. If you have an option, take another airline unless you can pack all your clothes in a carry on. "
✅ Trip Verified ,,Couple Leisure,Economy Class,"Washington, DC to Athens via Paris",June 2022,1.0,1.0,1.0,2.0,,1.0,2,no,1," We have traveled Internationally many times but we have never experienced anything like this. The customer service was absolutely rude, inpatient, and untruthful. All of our connection flights were an hour late. Most importantly, our flight had a 10 hour layover in Paris coming from Greece. I reached out to customer service using the 800 237 2747 which is not even located in France (it is a call center in India) who have informed me several times, all I needed to do was submit an online claim for hotel accommodation on our 10 hour overnight layover. When I submit the online claim they tell me to call back the 800 number who then informed me I need to reach out through Facebook messenger. On that communication I was informed I should ask for accommodation in person when I get to Paris. Upon our arrival in Paris at 11.40pm the customer service informed us they will not be providing us with hotel accommodation since we bought the ticket knowing there was a layover. They only provide accommodation if your flight is canceled or delayed. This did not make sense because all of their flights from Greece to Washington, D.C. had layovers at the time of our booking. This was completely new information for us since we have been communicating with their customer service for over three weeks before our travel which could have made our own hotel booking if they didn't lead us to believe they will provide one for us. Because we arrived around midnight there was no hotel available for us during our layover and we had to sleep at the airport. We are absolutely disappointed with how they handled the conversation at their customer service office in Paris where we were told, “sorry you received misinformation but since our call center is not in France we cannot control what information they give.” This is the first airline we know of that have no control over their customer service. We will never use this airline and I advise anyone who might have similar flying scenario to make your own accommodation regardless of what the customer service tells you. We were not the only people who spent the night at the airport, there were many families with kids who slept on the floor. Absolutely horrible the way they speak to you and also condescending."
✅ Trip Verified ,A350-900,Solo Leisure,Economy Class,Paris CDG to Toronto,July 2022,4.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  I had a wonderful experience with Air France. The staff was really friendly and helpful, I had a problem with my entertainment device and they quickly fixed it for me. The food was good and the service was perfect, it was possible to ask for drinks or snacks for free which is a big plus. The ambient lights made the flight more enjoyable and the plane was beautiful. I had no problem to retrieve my luggage or to board my flight. I'll definitely fly with Air France again, thank you !"
✅ Trip Verified ,A320/A350,Couple Leisure,Business Class,Marseille to Montreal via paris,July 2022,4.0,5.0,5.0,4.0,3.0,3.0,5,yes,9,"  Air France ground staff in Marseille were helpful as they anticipate our flight to CDG, in order to be sure that we would catch our transatlantic flight. However boarding at Marseille was one of the most messy I have ever seen, due to the lack of instructions of staff. Direct channel from Terminal 2F to Terminal 2E (K), with dedicated immigration and no security check was of great relief. Splendid. Catering at lounge was excellent. Boarding of flight to YUL was also a torture, as we had to wait under the sun (during the heat wave) on a ramp during more than 20 minutes. On the other hand service, food and comfort on AF A350 Business class were exceptional, showing a brutal improvement. Air France could have deserved a 10, if they had learned to board with SQ staff."
✅ Trip Verified ,Boeing 777-300,Solo Leisure,Economy Class,Seoul to Manchester via Paris,May 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  Moved my flight forward 24 hours at short notice with no other suitable options provided, no WiFi on the departing or returning flights, didn't credit miles to my ""Flying Blue"" account. IFE not working for the return leg of my journey (ICN-CDG). Complained 9 weeks ago, checked my claim progress on 20/07/2022 and still just showing as received. Checked again today and now they can't find it. They don't reply to calls, emails, their WhatsApp communication is with an infuriating bot which serves 0 purpose. When you ask to be passed to a service agent you'll get no reply until 2-3 days later where they explain their agents are busy."
✅ Trip Verified ,A320/A321,Couple Leisure,Economy Class,London to Lisbon via Paris,June 2022,4.0,4.0,5.0,,,3.0,5,yes,7,"  Online check-in and bag drop at Heathrow were straightforward, but the boarding procedure was cumbersome due to an apparent shortage of people at the gate (only 1 for most of the time). A gate between the queue to enter the departure lounge and the lounge itself was left open and one passenger managed to wander through, by-passing the gate agent. Luckily they noticed it and firmly directed the passenger back to the queue. This could have been an administrative if not security problem. On board the service was efficient and pleasant. We were delighted to find that AF served a decent snack on short-haul flights (a sandwich plus a choice of alcoholic or soft drinks). Probably because of the slow boarding process at Heathrow our first leg to CDG operated 25 minutes late, resulting in us having to sprint up and down staircases at CDG to catch our onward flight to Lisbon. Our baggage made it too -- phew! All in all this was a pleasant experience, especially onboard."
✅ Trip Verified ,,Family Leisure,Economy Class,Dallas to Chennai via Paris,June 2022,2.0,1.0,1.0,,,2.0,2,no,3,  One of the worst baggage service I ever seen. I travelled on end of June and still not received my missing baggage. 10 days back Got a mail saying your baggage was found and it’s on your way but after I haven’t received any information from the airline. Very disappointed with the service. Now I have to travel back to my place without my bag.
✅ Trip Verified ,,Solo Leisure,Economy Class,Istanbul to New York via Paris CDG,July 2022,1.0,2.0,1.0,1.0,,1.0,1,no,1,"  They have no process in place to smoothly inform people how to declare missing baggage and how to schedule a delivery. I've called the help line over 12 times and have been on hold for upwards of 45 minutes before the line hanging up on me. None of the support options seem to work and I've done my best to be patient, but I would really like an update. On the flight, we were given our meals and for an hour and a half, they let our trays sit there. They didn't pick up the trays for so long that people were helping each other out by holding their trash so they could move about the cabin. The flight attendants were nice, even if not very prompt. They seemed as upset about the situation as we were. I'm still on hold (day 2 trying to speak to someone) as I write this review. "
Not Verified ,Boeing 777-300ER,Family Leisure,Business Class,Senegal to Paris,July 2022,5.0,5.0,5.0,4.0,5.0,4.0,4,yes,9,"  My trip this morning from Senegal to Paris was perhaps the best international flight I’ve ever been on. Air France staff was courteous, attentive and polite. The food was better than I could have imagined, we were served both dinner and breakfast. We flew on the Boeing 777-300ER first row in business class (First Class for this particular plane), the plane was a newer version, has ample leg room with an angled flat bed for comfortable seating. The aircraft was clean and everything in my seating area was in working order. My next trip back to Senegal will be with Air France!"
Not Verified ,,Family Leisure,Economy Class,Naples to Paris CDG via New York JFK,July 2022,3.0,5.0,5.0,5.0,,1.0,1,no,1,"  Do not use Air France if you have another option! We were scheduled to leave Italy at 6.10 am on July 12, to catch a connecting flight in Paris to JFK. The night before they changed our flight to 7.45 am so we would miss our connecting flight. Instead of scheduling the next available flight from Paris to JFK, they changed our connecting flight multiple times and in the end, we had a 14 hour delay in the airport. No one communicated the reason for this long delay, we can only assume that they gave our seats away to the passengers that had already been stuck in the airport for 24-48 hours for a plane to JFK. The only compensation Air France offered us was a $31 food voucher for five passengers to hold us over for a fourteen hour delay. It is apparent that this airline is not at all prepared to accommodate the influx of passengers flying their airline and definitely does not respect their passengers time. We will never fly this airline again!"
✅ Trip Verified ,,Couple Leisure,Economy Class,Lyon to Venice via Paris,July 2022,2.0,3.0,,,,1.0,1,no,1,"  The tickets for our flight were bought online, yet at check-in, we were told the flight was full and that we had to board a different flight with a stop over at Amsterdam. We were originally going from Lyon to Venice. The new route costed us a delay of more than 2 hours. Each flight we boarded, or checked-in for, we were told they did not have a seat for us until everyone else had boarded. It felt like we had bought last-minute budget tickets and treated less than everybody else. Yet we had spent a large amount to travel to Venice. The entire journey we were still grateful we could fly and hopeful we could get to our destination. It was stressful to say the least. This has been a bad experience and I don't recommend Air France."
✅ Trip Verified ,,Business,Economy Class,Lisbon to Osaka via Paris,July 2022,1.0,1.0,1.0,,,1.0,1,no,2,"  I flew from Lisbon to Osaka via Paris. The flight was delayed for two hours and when we arrive, we had to wait for another hour to find that there was no luggage. It is now the 14/07/2022 and I still don't have my luggage! Last Saturday, I received a message saying the luggage was found. But I have not received the luggage yet. Therefore, and considering the very long time I have been without luggage and without actually managing to talk, exchange messages or even smoke signs with Air France, I found the company unreliable with a terrible customer service. "
✅ Trip Verified ,,Business,Economy Class,Berlin to Cancun via Paris,July 2022,2.0,1.0,1.0,,,3.0,1,no,1,  It has been 4 days and no information or sign of luggage! I cannot reach any customer service number (France or Mexico) for days and have been waiting on Facebook chat for a day now. The tracer says that the luggage was supposed to be delivered yesterday and there is no status update. I tried to add a claim and the website gives me error when I submit. I ordered special meal when flying and it wasn't there and I had to have their standard meal. 
✅ Trip Verified ,Boeing 777,Solo Leisure,Business Class,Bangkok to Newcastle via Paris,July 2022,3.0,1.0,1.0,1.0,,2.0,1,no,1,"  What a shambles and I will never fly with Air France again. This flight was 1.5 hours late, which seems normal for that flight.  AF had tried to throw me off my connecting flight and put me on one for the next day but the check-in girl at BKK managed to reverse it and I made the flight. I asked on exit how far away my next gate was but they didn’t have a clue. A 2-3-2 business class is decades out of date and the cabin crew were men who did their job in a minimalist manner but there was no friendliness or engagement with the passengers, downright miserable. The food felt very overly reheated. There looks like a lot of pages of movies but a lot of it was many copies of the same film, no idea what that was about as you choose your language when you click on play. They get round their terrible performance by using that awful and insulting catch-all phrase, “For operational reasons”. When we landed at CDG there was another plane still at our gate."
✅ Trip Verified ,,Couple Leisure,Economy Class,Paris to Birmingham ,June 2022,1.0,1.0,,,,1.0,1,no,1,  My trip is over and I have still not received my bag. Horrible service. They do not answer phone calls or respond to emails. They literally left me high and dry. The fact that my holiday is over and still no correspondence from this retched airline I feel is reason enough not to fly with them. Honestly ruined what was supposed to be a relaxing time. 
✅ Trip Verified ,,Family Leisure,Economy Class,Nairobi to Toronto via Paris,July 2022,1.0,1.0,1.0,,,1.0,1,no,1,"  Our flight from Nairobi was delayed 3 hours. When we got to Paris we missed our flight to Toronto they told us we have to wait 9 hours, which changed to 14 hours. They lost my stroller. We got to Toronto I miss my flight to come home to Edmonton my luggage are missing nobody wants to help. When I ask they say go to WestJet."
✅ Trip Verified ,,Solo Leisure,Economy Class,London to Paris,June 2022,1.0,2.0,,1.0,,1.0,1,no,1,"  The check in lines were long and there were not enough staff. The flight delayed for over an hour, more than 5 baggage were lost in a flight which causing a long queue on the luggage center. However, there were only two staff there. The staff promised to deliver the missing baggage to my address within a week. Turn out it is still missing while I am writing this comment, which is almost a month since my flight. I tried different methods to contact Air France and it is really hard to call them. There is a email that you will never get a response. There exists a phone number but you had to wait for at least 35 minutes before they pick up your call. I Called a lot in these three weeks ,wasting a lot of times but no one really could help. I went to the airport, imagining someone can help if I meet them, but the baggage service center was closed and all other staffs told me they can do nothing. So basically if you take Air France and the baggage is lost during the flight, you will not be able to do anything and no one from Air France can help you."
✅ Trip Verified ,,Solo Leisure,Economy Class,Paris to Berlin,July 2022,3.0,2.0,3.0,,,1.0,3,no,5,"  I flew with Air France on flight AF1424 on 3rd July 2022 from Paris to Berlin. I knew there were cases of large queues for luggage check-ins and anticipating this, I left for the airport 4 hrs earlier and arrived 3.5hrs earlier than my flight time. And as expected, the line was huge. Despite the fact that they had automatic machines where you could check in your luggage, those machines opened late and 3-5 members of Air France were operating those counters. When the machines started running, people did not know how to use them. For example, if your bag were overweight by a certain threshold, the machine would get stuck. Thus, requiring human interference (or maybe people just didn’t know) to make it start working again. Secondly, the machine did not mention that you need to check in your hand luggage also. So, people had to come back from security. There was also a long line of people printing luggage tags after getting in line. Thus coming back and forth into the queues and stalling the people behind them. There were people just getting in line without waiting for their turn.  Some of the cabin crew were gloomy."
✅ Trip Verified ,,Couple Leisure,Premium Economy,Paris to Delhi,June 2022,1.0,1.0,,,,1.0,1,no,1,"  The connecting flight from Paris to New Delhi was cancelled. We were made to board the flight, sat inside from 10.30am to 3pm after which announcement was made that flight is postponed to the next day. No one was assisting to answer queries. All we were told was to go to gate K57 and arrangements would be made. Only arrangement was made for business class passengers as if rest were travelling for free. Air France lounges denied entry even after many were ready to pay charges from pocket. It is 12.03 at night and no one from Air France has come."
✅ Trip Verified ,,Business,Economy Class,Birmingham to Paris,June 2022,1.0,3.0,1.0,1.0,,2.0,1,no,1,"  The tickets are very expensive (I paid 350 GBP for a flight one way), there is no option to buy a fast track, the flight was made by a subsidiary airline where there was no space for my luggage, the leg space is limited. Standard of this airline is below poor."
✅ Trip Verified ,,Couple Leisure,Premium Economy,Firenze to Paris,June 2022,5.0,5.0,5.0,5.0,3.0,5.0,5,yes,9,"  Thank you Air France for providing exceptional customer service. I read these reviews and they mostly appear to be only a bad experience. But my experience had the potential to be bad, but you handled it exceedingly well. My flight from Firenze to CDG was going to arrive late and I would miss my connection. In flight, the attendant told me I was going to miss the connection, my new flight was already booked for the next day, and that I would be provided a hotel and meals. When I arrived every word of this was true. I stayed in a very nice airport hotel (Golden Lotus) that provided exceptional buffet style food, I used the hotel shuttle, and you also gave me a meal voucher as well for the airport. I was concerned leaving my luggage overnight in the airport, but it arrived safely in LAX the following day. You could not have made this any easier, and I was really only delayed about 12 hours in total. I've flown with you 3 times now to Italy and you will always be my first choice. Yes, occasionally I may experience an inconvenience, but I will always remember how you handled this perfectly. My only suggestion for the foreign traveler would be maybe to have a printed map (handed to them by the flight attendant) with the details where the Air France Customer Service kiosk is located, and also where the hotel shuttles are located. It's such a huge airport and this took me a little time to navigate."
✅ Trip Verified ,,Solo Leisure,Economy Class,Montreal to Paris via Tunis,June 2022,4.0,4.0,4.0,4.0,1.0,1.0,2,no,3," I take a yearly trip to Tunisia, and I've flown with a lot of airlines over the years. I have encountered delays and issues with flight logistics but it was always handled smoothly and professionally by the airline. This time I tried Air France because they offered a trip without much waiting time before the corresponding flight, and what a huge mistake I made. First trip from Montreal to Paris was cancelled out of nowhere. No explanation was given and the only heads up I got was an email that was filtered as a spam since they sent it through a shady email. They rescheduled that flight for another one that got delayed for 2 hours. No heads up this time and of course no explanation. The cancellation and the delay made me miss my corresponding flight and instead of getting the first flight available to Tunis they booked me on a flight 13 hr after I land in Paris. I tried to find a solution with the airline's customer service in Paris Orly but according to them there was no flight before the one I had in 13hrs (even though there was and they scheduled it for some of the people in the line). The AF customer service in Paris Orly were really difficult to deal with, they will ignore you if they don't like the question (asked for directions on how to get to the airport hotel and how I can do an online claim on the issue), some of them will yell in frustration if you ask the same question twice (I was really tired and I couldn't really hear them well over the counter). Needless to say that this is my first and last trip with AF. I really recommend anybody flying long distance to avoid AF at all costs, they do not seem to be able to handle the logistics of a corresponding trip."
✅ Trip Verified ,,Couple Leisure,Economy Class,Paris to Nice,June 2022,1.0,5.0,2.0,1.0,,1.0,1,no,1,"  My husband and I experienced the worst bag checking experience of our lives on Sunday June 23rd with Air France in Paris traveling to Nice!  First, we were overcharged for our bags going from Paris to Nice. When we arrived the kiosks charged us $70, but it was only supposed to be $45. I tried to ask multiple Air France representatives for help and everyone ignored us and kept walking by. Since no one would help, we paid the $70 to get out of there. But one of our bag tags was missing. We paid for 3 $70 tags but we only received 2 printed. So we had to go get in line for a representative to help us. The line was long and moving slow. Once we got to the front, the Ai France representative confirmed that we were not supposed to be charged $70/bag we were only supposed to pay $45/bag. But he said he couldn’t issue a refund and we would have to file a claim which we are doing now. But he was trying to make us pay $45 again for the missing bag tag. He printed the tag for us and we put it on our bag, but after he realized I wasn’t going to pay the $45, since I already paid $70 for it, he ripped the tag off my bag.  I requested a manager and the manager told him he was wrong, and reprinted us a tag and told us to get in line to drop off our bags. This drop off line was so long and there was only 1 person at the front desk with 10+ stations. Finally when we got to the front, the third bag tag wouldn’t scan, so again we needed assistance which took pulling teeth to get. We waited and no one would help. Finally a manager saw us and took us to the side station, reprinted yet another tag and checked the bag for us and sent us to security to go to our gate. This entire situation took almost 2 hours which made us nearly miss our flight. When we landed in Monaco, 1 of our 3 bags did not show up.  We had to file a claim at the airport which the line was long and it took over an hour. We were in Monaco for 3 nights and the bag never came. It still says “searching” on the claim; they haven’t found it. This experience has caused us so much unnecessary stress and anxiety. "
✅ Trip Verified ,,Couple Leisure,Economy Class,New York to Bordeaux via Paris,June 2022,1.0,3.0,1.0,1.0,1.0,1.0,1,no,1,"  My flight was 6+ hours delayed from JFK, got rebooted on 3 different flights from Paris to Bordeaux, actually made the last flight of the day. Of course the airline lost the luggage and now in Bordeaux they sent an email that one cannot respond to for sending the luggage to our hotel but they gave the wrong number to call back and cannot get in touch to coordinate the lost bag reaching our hotel. 2 days after landing in Bordeaux still no bag. Stay away from this airline, I will never book with them again."
✅ Trip Verified ,,Business,Business Class,Mumbai to Los Angeles via Paris,June 2022,3.0,1.0,2.0,2.0,2.0,4.0,3,no,5,"  I was dissatisfied with the business class flight from Paris to Mumbai round trip. The flat bed was more like a recliner seat and my food was not up to the quality. Flight back from Paris to LAX took off late and I was very hungry. Flight attendant gave me menu, I chose salmon, she mentioned that is not available since it has been taken. No issues but when I paid a premium to travel business, should not I expect better. Given vegetarian which was very salty."
✅ Trip Verified ,,Couple Leisure,Premium Economy,Paris to Vancouver via Victoria ,June 2022,4.0,4.0,4.0,4.0,,5.0,4,yes,9," Due to delayed arrival from another flight, our group of six travelers missed our connection in Paris. The wonderful ladies at the Air France counter at the airport were, through determined shuffling, able to accommodate all of us on the next flight to Vancouver. There was otherwise a real possibility that some of would have had to stay overnight. Kudos to the attentiveness of the Air France agents!"
✅ Trip Verified ,,Family Leisure,Economy Class,Osaka to Rome via Paris,May 2022,1.0,4.0,3.0,4.0,3.0,4.0,3,yes,7,"  Osaka to Rome via Paris. I chose to travel with Air France  because it was the ""cheapest"" and the ""shortest"" route. I would recommend flying with them as the trip was ok, but there are things to improve! Duration of the first flight is 15 hours. Although I was worried for this very long trip, time passed quickly aboard. I didn't watch any movies, but I peeked at the selection and it was very large and there were films that came out recently or great classics. Super positive note the wifi is free for everyone just to send light messages (no audio, no photos) but if you pay you can get it faster! The seats were very uncomfortable for me, my seat was dirty, crumbs on the seat and food stains on the table. In times of covid this is very serious for me. The Air France site is difficult to handle. I wanted to change my flight, I did all the steps and then it gave me ERROR, and when I returned to the original booking page they canceled the seats I had purchased in advance ... luckily I contacted the company via messenger and they put everything back to normal! In the end I discovered that to change the flight you have to call a number. But be prepared, if you call the number from Japan you will have to wait 30/40 minutes !! A particular appreciation for a female flight attendant on the flight from Osaka, and a male flight attendant on the flight to Rome. Both very kind and helpful."
✅ Trip Verified ,A350,Couple Leisure,Economy Class,Paris to Montreal,June 2022,4.0,5.0,4.0,4.0,4.0,4.0,4,yes,10,  Just flew from Copenhagen to Paris to Montreal on June 17th. We were behind schedule when we landed at CDG with only a small chance of making our connecting flight that day. My wife made it to the correct gate and was able to board while I ended up at the wrong gate. I would like to offer a huge thank you to Captain Emmanuel Rollier who insisted the plane would not leave until I arrived at the plane. The rest of the crew were equally supportive and helped create a positive ending to what had been a very stressful day. Thanks again to Captain and crew. 
Not Verified ,,Couple Leisure,Economy Class,Paris to Vancouver,June 2022,2.0,1.0,1.0,3.0,1.0,2.0,1,no,1,  Horrible service and food. Very dirty bathrooms. The cushions or pillows had stains all over. Old airplane. They asked if I wanted chicken or pasta. I said pasta. They said we don’t have it and left. It’s a disgusting airline.
✅ Trip Verified ,,Family Leisure,Economy Class,Mumbai to Paris,June 2022,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  I would like to mention the name of Mr Sunil Lohat who did a great job by helping us and making our journey very comfortable. I think without the help of this gentleman, it wouldn't have been possible for us to board the flight. Mr Sunil helped us till the last moment and ensured that we board the flight. He did everything which a customer needs during any technical hitches which is not known to the passenger. Hats off to such a committed and helping person.  He really made our day in the time of crisis and now I have landed Toronto without any hassles. "
✅ Trip Verified ,A220-300,Solo Leisure,Economy Class,Paris CDG to Berlin,April 2022,5.0,5.0,5.0,2.0,5.0,5.0,5,yes,9," One way flight from Paris CDG to Berlin BER in April. A smooth and hassle-free flight on a brand new plane. The Airbus A220 is comfortable and offers free WIFI for Whatsapp and other messengers. Air France gives you a free small sandwich and a drink of your choice, alcoholic beverages included. Airport services were also fine. Check-in and security check in CDG took only a few minutes and in Berlin I got my luggage within 5 minutes. I think currently AF is the best airline in Europe."
Not Verified ,A330,Couple Leisure,Economy Class,Paris to Sint Maarten,June 2022,3.0,5.0,5.0,5.0,,5.0,5,yes,10,"  Was pleasantly surprised with Air France as I was expecting the worst experience. The aircraft felt up to date, entertainment system worked fine and had plenty of choices. Crew were very friendly and personally greeted us and asked if we needed anything. The meal services were great, the main meal was the best one I had in economy for quite sometime as mostly they are inedible but this was good, chicken with mushrooms and polenta, a small salad with Camargue rice and a delicious small pastry for dessert, coffee and wine. The meal service before landing was presented in a small gift bag and contents were tasty, a nice touch I thought."
✅ Trip Verified ,,Family Leisure,Economy Class,Washington  to Florence via Paris CDG,June 2022,1.0,5.0,1.0,3.0,1.0,1.0,1,no,2,"  Delayed on initial flight for both our departure and return trips. This caused us to miss our connection. Each time Air France made it incredibly difficult to rebook. We had to wander CDG airport where no one was there to assist, when we found the Air France desk they were understaffed and waited hours in line to get a new flight. This is all with our 5 month old son. Horrible attitudes and no sense of urgency in trying to get us home. They also lost one of my bags on the initial trip which was returned. However, all 5 of our bags were missing when we got home. It has been 5 days and countless phone calls and nothing has been done to tell us where our bags are or when to expect them. Items include stroller, car seat, and breast pump so my wife can provide milk to feed our son. All of these items had to be replaced because we cannot wait in limbo for them. Their call service automatically drops your call if it is longer than a 45min wait time so if you do not call at the exact minute of their opening you are more than likely not going to be able to speak to a customer service agent. I will never take any airline that connects in CDG and will absolutely avoid Air France at all costs. The flight attendants were great and the only positive interactions we had were with them."
✅ Trip Verified ,,Solo Leisure,Economy Class,Johannesburg to Paris via Heathrow,June 2022,1.0,1.0,1.0,2.0,,1.0,2,no,1,"  I flew Air France return for my trip to the UK. Seats were small, service apathetic, CDG was a huge disappointment. On the way back they lost my suitcase, still MIA and no feedback from the airline. You have to hold on the phone for ages, get a surly customer service person or your call dropped."
✅ Trip Verified ,,Solo Leisure,Economy Class,Berlin to Seoul via Amsterdam,April 2022,2.0,1.0,3.0,2.0,,2.0,2,no,1,"  Air France / KLM lure you with the free change ticket. Unluckily, it's an hoax. To begin with, no matter what's the actual price difference, I was asked to pay an amount of money that equal/ed the price of the full ticket at minimum. Eventually, I decided to accept it and was going to pay to change the ticket for my return flight. while I was shown several options, only a tiny percentage were available to book, maybe 30%. All the rest gave a system error and a message to call their hotline, which cost me a lot of wasted time. When I called the hotline, they told the flight was available, but cost more than the full price of a one way ticket. The actual flight was OK, but this rebooking experience was so disappointing and time consuming that I cannot help but to give KLM a 0."
