status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,,Business,Business Class,Geneva to Buenos Aires via Paris ,May 2022,2.0,1.0,,,,1.0,1,no,1,"  First leg GVA-CDG was delayed due to circumstances outside of AF's control, I completely understand. But I still managed to get to the gate to my CDG-EZE flight with just 5-10 minutes delay. we arrived to find the plane still at the gate but boarding closed. So AF's team had to deny boarding to the 20+ passengers that arrived just a few minutes late. We were then sent to the AF counter AND were assigned a hotel some 40 minutes drive from the airport (this was almost midnight by then). We were told a shuttle would take us to the hotel. We come out to an empty parking lot, no shuttle in sight. In the end we had to google the hotel's name and pay for a uber to take us there. We arrive to the hotel (which was partially under construction) at around 1AM, and the hotel manager has no idea if and when AF will send a shuttle to bring me back to the airport. AF set me in an Iberia flight via Madrid, so I had to be back at the airport at 5.30AM.  I make it back to the airport, to find out my luggage was not transferred by AF to Iberia, so I would have to leave without it. I spent the next week in Argentina without my luggage, unsuccessfully trying to get information from AF and/or Iberia."
✅ Trip Verified ,Boeing 777-300ER,Solo Leisure,Business Class,San Francisco to Paris,May 2022,4.0,5.0,4.0,4.0,,3.0,5,yes,8,"  Business class cabin is not the newest one in airline industry but still very good. The window seat is spacious with very much room for ones feet (perfect in flat bed mode) and very comfy. I slept very well. Privacy could be a little bit better but will be improved with the new suite type of seats for B777. IFE: Screen size and selection are good, picture quality is not on par with modern systems - but of course you can not expect this. The crew has been very friendly and helpful, food was plenty and delicious with a great starter (picture) and one of the best steaks I ever had on board (sorry, forgot to take a picture). Check in in SFO was very slow (almost 40 minutes for 12 people) but otherwise no complaints. Lounge was small and crowded, but food, beverages and WIFI were very good. I really liked the whole experience and appreciated the attentive and cordial service on board. Well done, Air France. I am looking forward to fly with you again long haul."
Not Verified ,,Solo Leisure,Economy Class,"Paris, France to Bangalore, India",May 2022,2.0,3.0,1.0,2.0,3.0,4.0,2,no,3,  Air France has been ok for sometime but on this trip their system would not let me enter/select special meals. They had the entire flight delayed by 45 minutes since their ‘business class’ passenger was delayed. As if the regular passengers time is not worthy.
✅ Trip Verified ,Boeing 777-200 / 777-300,Business,Business Class,Conakry to Washington via Paris,December 2021,4.0,4.0,,,,1.0,3,no,7,"  Conakry to Washington via Paris. Six months now and no resolution to a delayed baggage claim for purchasing incidentals totaling about $350. I will travel back to W. Africa next month in business class and informed Air France Customer Service (my fifth call to them get this resolved) that if my claim is not processed in the next two weeks that I will book with Brussels Airlines, which serves the same route. Shameful and inexcusable on the part of Air France."
✅ Trip Verified ,,Family Leisure,Business Class,Abuja to Amsterdam via Paris,May 2022,4.0,3.0,3.0,2.0,4.0,1.0,1,no,1," Abuja to Amsterdam via Paris. Very disrespectful to their customers. Initially, the return flight was booked for a Saturday evening. But 2 months in advance Air France cancelled the flight. Since there was only one flight a day, we had to reschedule for the Sunday flight. Air France did not want to book a hotel or pay (part of the extra hotel costs). On check-in at Abuja, check-in was denied, because the flight was scheduled for the day before (Saturday), doh. Even though I was carrying the ticket with the new date, the booking confirmation and the e-mail about the cancellation, they refused boarding. At long last, the ticket office printed a new ticket for Sunday, and informed us, that they would not charge us at this time. On arrival in Paris, there was a technical problem with the bridge, which delayed the flight by half an hour. Air France staff refused to assist to help us catch the connecting flight. As a result, we missed the flight. At the transfer counter, the helpful staff informed us of this fact, as if we were to blame for it. On arrival in Amsterdam, of course, our bags were missing. We claimed the missing bags immediately. It took Air France a full week, to deliver the bags (from Paris to Amsterdam). When they eventually delivered the bags, one was damaged (broken handle). We also claimed the damage on the handle immediately. So far it has been 3 weeks, and Air France is not responding to any requests, nor handling our damage claim. I would row a boat to Nigeria than fly with an airline that is so disinterested in their customers. Never again."
Not Verified ,,Couple Leisure,Economy Class,Paris to Havana,May 2022,1.0,2.0,1.0,1.0,3.0,4.0,2,no,3,"  Very poor meals for a 10hour flight (Paris CDG to Havana). They provided one meal ~1.5 hours after the take off and then we were starving as the last one was ~1.5 before landing. Both were unsatisfactory for such a long flight, equal to those offered in 3 hour flights of other airlines such Aegean. Also one of the flight attendants woke us up (4 people) at 4.30am while everyone was sleeping because she wanted to find her bag. She first opened the cases above our seats and after she realized that her bag was not there she poked the person sitting on the outermost seat to ask where is the bag and “why” it’s not there, loudly and visibly annoyed. So rude. For the record, the bag was in the next (front) case but I guess it’s easier to ask someone instead of looking a little further."
✅ Trip Verified ,Boeing 777,Solo Leisure,Economy Class,Toronto to Mumbai via Paris,April 2022,2.0,1.0,3.0,3.0,4.0,1.0,2,no,2,"  Delayed take-off by two hours from YYZ. Having waited for a while in Mumbai for my suitcase, I finally made it to the counter to file a claim.  It took me 4 hours to get out of the airport trying to file a claim for the missing baggage. The Air France representative  Mr. Akash was nothing but polite, courteous, and a star that worked under pressure. Whilst the process was disorganized and lacked manpower, he was single-handedly managing AF travelers.  I hope they track and manage to deliver my luggage on time. "
✅ Trip Verified ,,Solo Leisure,Economy Class,San Francisco to Palma de Mallorca via Paris,September 2022,3.0,3.0,4.0,5.0,,3.0,3,no,3,"  I arrived to Palma de Mallorca, Spain from San Francisco, California on September 23rd, 2022. I filed my missing baggage claim on the 30th of September, 2022 and presented receipts for some of the articles I had replaced within that time frame between my arrival and my request for compensation. I was awarded the money compensation I applied for and the Air France Customer Care Assistance said they would have the money wired to my bank account over the next several weeks. I haven't seen a penny of the compensation. I called Air France Spain yesterday and the representative reopened the claim for investigation into whether or not the payment was initiated or not or if I may need to provide additional bank account information. Instead of further investigation or engagement with me, I received and email stating that the claim was handled ""correctly"" and that no further correspondence with me would be continued based on this topic. So, in the end, I have received no compensation I was told I would receive and no follow-up was even considered. Now, I will turn to contacting their customer service via social media to see if I shall get a different result. Unfortunately, according to the email, it was one representative navigating my claim this entire time with no option to speak to the person directly in charge of discharging financial compensation. Be careful with your items with Air France and I recommend keeping more of your valuables and preferred clothing in your carry on bag. I lost a lot more than I can afford to replace on my Spanish income. I would share screenshots of the email in question but it is forbidden. "
Not Verified ,A350,Solo Leisure,Economy Class,Chicago to Paris,November 2022,4.0,4.0,3.0,4.0,3.0,3.0,4,yes,7,"  The plane was nice. IFE was pretty good. The main meal was decent but the second meal was a small snack delivered in a small bag. The staff in the plane from Chicago to Paris was not very friendly. The staff in the way back from Paris to Chicago was very kind and helpful. Big difference. Lastly, my checked bag didn't make it to Chicago. The staff at Chicago didn't really want to help me. One spent a few moments trying to register a claim, gave up, handed me a card with instructions and walked away. I tried someone else about 15 minutes later, while she was not happy to help, she did complete the claim for me which I appreciated. The bag was delivered to my door, 200 miles from the airport, the next day was was great. I would fly Air France again."
✅ Trip Verified ,A320 / Boeing 777-200,Solo Leisure,Business Class,Manchester to Bangkok via Paris ,November 2022,3.0,5.0,5.0,4.0,,4.0,5,yes,9,"  The Manchester to Paris segment was very average with a very poor seat pitch but for a 1hr 20 min flight I could grin and bear it. However the Paris to Bangkok segment was excellent on all counts. The service provided by Aurelie Luche was outstanding, professional and ever so efficient and friendly. The food for the 11hour and twenty minute flight was plentiful and tasty. The overall comfort of the seat was not that outstanding but I have to say that what was my first flight with Air France it certainly won't be my last. Well done to the crew, especially to Aurelie."
✅ Trip Verified ,Boeing 777-200ER,Business,Economy Class,Paris to Miami,November 2022,4.0,5.0,4.0,5.0,5.0,4.0,5,yes,10,"  Glitch with agent put me in regular window seat, instead of paid exit row. Although plane was near capacity, flight attendant went to great lengths to find me an aisle seat and overhead space for camera equipment. Just after take off, one of my ear buds became dislodged and fell to floor. I was not able to find it for duration of flight. After everyone else deplaned, I searched to no avail, and was about to quit the search. 3 flight attendants joined the search, and one of them found missing ear bud 4 rows behind my row. The pair retails for $250! I thanked her profusely, and offered to send her a photo gift. I hope she replies. This flight crew was very professional, positive and engaging."
✅ Trip Verified ,Boeing 777,Solo Leisure,Business Class,Mexico City to Paris,November 2022,2.0,5.0,5.0,5.0,4.0,4.0,5,yes,8,"  Wonderful flight. Extremely professional crew and delicious food. I didn't love the seat and found it a bit narrow compared to others, but didn't detract from the experience. Would recommend."
✅ Trip Verified ,Boeing 777,Couple Leisure,Economy Class,Punta Cana to Paris CDG,November 2022,4.0,5.0,4.0,3.0,,4.0,5,yes,8," A good return trip to PUJ in the Caribbean with AF from CDG. They have a very solid product. Good quality food -two services - and even champagne in economy which is a great classy touch. Cabin crew were immaculately presented on both legs and friendly and highly professional. Additional drinks on demand. IFE is not to my taste but I am not a big user of IFE. If there was any fault it would be the numerous announcements in English, French and Spanish which was a bit much. Also lights a bit bright at other times. Baggage handling and check in fine on both legs. A good solid product from a classic legacy carrier."
✅ Trip Verified ,,Business,Business Class,Miami to Zanzibar via Paris,August 2022,3.0,2.0,1.0,1.0,1.0,2.0,1,no,2,"  Air France business class lounge in Zanzibar is non-existent! Air France in Zanzibar does not have a contract for its passengers to use the Business Class lounge so even if you have paid for a business class ticket, to use the lounge in Zanzibar airport, you will be told to pay USD $30. Air France knows that their business class passengers will not be able to use the lounge and they make sure not to advise passengers. You will make the discovery when you attempt to enter the lounge. When I contacted Air France for a refund, they told me that they are not responsible for business lounges outside of France! That’s called collecting money under false pretences!  I went online to request my gluten-free meal. I called Air France twice to confirm that the meals had been ordered. However, on the 8 hour flight from Paris to Miami, Air France forgot to provide a gluten free meal. So I enjoyed nuts and juices for the 8-hour flight. When I contacted Air France, they told me that they were sorry. No compensation for their error. The moral of the story - if you need a gluten-free meal in business class, take your meal on board with you! That's after you pay the business class fare of $3200!"
✅ Trip Verified ,Embraer 190,Couple Leisure,Economy Class,Düsseldorf to Paris CDG,October 2022,4.0,5.0,4.0,,,5.0,5,yes,9, Nice short trip on time. We were even served a sandwich and drink on a 45 min flight. Outstanding: due to train delay I arrived at airport just 40 min before flight. Pulled me through first and even baggage arrived.
✅ Trip Verified ,,Couple Leisure,Economy Class,Paris Orly to Pointe-à-Pitre,May 2022,2.0,1.0,2.0,3.0,1.0,1.0,1,no,1,"  Our flight in June 2022 was already late, and once in the plane and already moving on the ground in order to take-off, the crew detected a fuel leak,o we had to ""pass by technical control"", while remaining in the plane. After having waited 1 hour in the aircraft with an obviously upset crew, they finally told us that this aircraft could not fly and that we have to wait in the airport for another aircraft to continue our journey. After waiting 2 hours in a very limited area, Air France announces that we can eventually not depart ""as we will land in Pointe-à-Pitre too late because there is a curfew"". So we have to move in the main lobby to pre-check-in for the next day, but we have to wait again as they don't know from which airport in Paris we have to leave the following day. So the desk remains closed. It's already been 5 hours since the trouble started, and at last they provide us with a bottle of water. Nothing before. Everyone is getting very upset with the situation and waiting for Air France to organize our unexpected night in Paris, to finally hear : ""We will not take care of your accomodation and transportation, please make your own plans, we will reimburse you afterwards"". The flight was in June, nothing has been reimbursed so far, and not even my request has been answered by October. "
✅ Trip Verified ,Boeing 777,Business,Business Class,Mauritius to Paris,October 2022,4.0,1.0,4.0,3.0,5.0,2.0,2,no,6,"  Air France Business Class Mauritius to Paris Boeing 777. Recent seats and good food but got the impression that the cabin crew forgot me. Meal selection was limited, forgot to serve me dessert. When asked it was served on the table without table cloth without any napkin. When asking for a napkin, I was given a large table cloth. For breakfast had to use the call button a few times to get an orange juice and another tea. Travelling is not only about cabin product seats and meals, you need to feel welcomed and pampered. This was not the case for Air France crew on this flight."
✅ Trip Verified ,A350,Family Leisure,Premium Economy,Paris to Dubai,October 2022,5.0,5.0,1.0,,5.0,4.0,5,yes,8,  One of the most comfortable Premium Economy seats. Brand new aircraft. Flights on time both outbound and inbound. Onboard staff very courteous and professional. Onboard Wi-Fi probably the best connection I have experienced in the air. The only downsize is the food. So far the worse even compared to an average economy class. Food was disappointing. If not for the food I would have voted 10/10.
✅ Trip Verified ,,Couple Leisure,Business Class,Paris to Chicago,October 2022,3.0,2.0,1.0,1.0,,2.0,1,no,2,"  I will never fly Air France again and urge you not to if you have a choice. For reference, I previously worked for an airline, so I am very familiar with flying. First, for our first short flight our Viking Cruise got us to the airport 4 hours early (this was not Air France's fault), but Air France didn't open their ticket counter for another two plus hours, so we couldn't check in and had to sit with our bags in ticketing for a long time. On the long leg of our trip, the 8.5 hour flight, we didn't leave until about 30 minutes late (we were sitting on the plane) and then they didn't tell us until we'd already taken off that we wouldn't have internet for the flight. I did not pay 5k for my seat to not be able to contact my pet sitter or download a book for 9 hours. The also didn't have internet on a short leg on our way to Barcelona."
✅ Trip Verified ,,Couple Leisure,Economy Class,Paris to Los Angeles,September 2022,3.0,3.0,2.0,3.0,,1.0,2,no,1,"  We got to CDG airport 3 hours before departure, and we had to run to catch the flight. Long lines, some counters were closed while the ground staff was chatting, no sense of urgency from anyone. The supervisor was less helpful than the others. When we landed at LAX, we didn't find our luggage, and AF personnel had no idea of where it was. It was left in front of the house door the following day without even ringing the bell. We found the bag broken and unrepairable and AF only reimbursed us for 15% of the value for a new bag, with no explanation. "
✅ Trip Verified ,,Business,Economy Class,Bucharest to Paris,October 2022,,,,,,1.0,1,no,1,"  They have cancelled the flight 15 minutes before departure. They have booked me another flight without asking about my preferences at >than 48 h after the original one. After spending a lot of time listening to their music while waiting for someone to pick up the phone in Customer Care, they hung up the phone in the middle of my question without providing useful information. They seemed very bothered by the fact that I could have used some help."
Not Verified ,,Family Leisure,Economy Class,Washington to Hamburg via Paris,July 2022,2.0,3.0,1.0,4.0,,1.0,1,no,1,"  We (a family of 4) made a trip to Hamburg in early July and had a stop in Paris. Our first flight had a 2 1/2 hour delay so we couldn’t catch our connection flight. In Paris we spend over 2 hours to find someone feeling responsible for getting us on a new flight. On one of the biggest International Airports in Europe! After a delay of 6 hours we finally arrived in Hamburg, where we recognized that all our 5 Baggage pieces went missing. We immediately made an AHL Report and headed to our Vacation home without any clothes. We made necessity purchases over the 17 day vacation because our baggage still was nowhere to be found. I made a Claim on the Air France Website for those necessity purchases on day 14 of the vacation. After 21 days I made a claim for lost baggage because the baggage still hasn’t arrived. After 28 days 3 of 5 baggages arrived at our home. The remaining 2 haven’t arrived now for over 3 months. The customer Support took forever to just answer and asking simple questions about data that already has been send over and hasn’t paid any compensation yet. They write mails in which they said you have been on a totally wrong flight on a wrong date. For example they wrote we have been on a flight from Paris to Havana on October 11. Somehow they even closed the claim for the missing baggage although 2 pieces are still missing and on the date of the claim 3 pieces have been already missing for over 21 days. Their Website states that after 21 days you’re baggage is supposed to be lost and you are qualified for a compensation.  Never again Air France, worst experience ever."
✅ Trip Verified ,Boeing 787,Business,Premium Economy,Bogota to Helsinki via Paris,October 2022,4.0,5.0,4.0,5.0,,4.0,5,yes,9,"  I had tried to upgrade from economy to premium economy online, but there was no availability. When I was already seating while the plane was about to leave, the flight attendant came to ask if I still wanted to move to premium economy and pay with my miles. This was a pleasant surprise and I enjoyed the extra space on this long night flight. The premium economy seat was comfortable and the service friendly."
✅ Trip Verified ,A321,Solo Leisure,Business Class,Paris to Montpellier,October 2022,3.0,2.0,1.0,,1.0,1.0,1,no,2," An unreliable company, with careless customer service. My flight was permanently further delayed with nonsense announcements, culminating when Air France App claimed at 6h07 pm the flight was scheduled to leave at 5h15pm (see picture)! We finally left with 2h delay (for a 1h flight). No WiFi on board contrary to what was advertised before the flight and even on board. The cabin crew was unapologetic. No way to work or inform business partners at MPL of my scheduled arrival time. In-flight ""business"" meal consisted of nuts, one cookie, and a drink. I don't see the difference with ""economy"". Finally arrived starved, late, having lost my business day. Despite Platinum loyalty status and flying business class, all this was considered not worth any compensation by AF customer service. I regret not having traveled by train."
✅ Trip Verified ,Boeing 777-300,Solo Leisure,Business Class,Paris to Vancouver,September 2022,5.0,5.0,5.0,4.0,,5.0,5,yes,10,"  I was very fortunate to fly business with Air France, first Toronto to Paris, after being bumped by WestJet, and taking a flight a few hours later, which was excellent. Then even better was my flight Paris to Vancouver, with the lovely and very efficient flight attendant. I felt her performance alone deserved attention for how special it was. The food and wine was extraordinary, no request was too much, and I enjoyed getting to try to converse in French. I don’t write a lot of reviews, and I usually travel Star Alliance, but for Air France, I’ll gladly make exceptions going forward! I will see Air France in business again in April, to Paris and Lisbon, I cant wait! "
✅ Trip Verified ,Boeing 777-200,Couple Leisure,Economy Class,New U=York to Paris,October 2022,5.0,5.0,4.0,5.0,,4.0,5,yes,9,"  Very Smooth flight. Seat space is very comfortable for economy, 81 cm much more than others offer. Good entertaining and nice crew. Free champagne and a nice dinner with several courses free wines and a pre landing snack. Only the snack was bad and only dry bread. Delay one hour but arrived on time. Would fly Air France again."
✅ Trip Verified ,,Couple Leisure,Economy Class,New York to Stuttgart via Paris,October 2022,3.0,1.0,1.0,2.0,3.0,1.0,1,no,2," New York to Stuttgart via Paris. I had a bad experience, on my flight from New York to Paris. Firstly everything was so uncoordinated, the flight got delayed, even the staff from the plane wasn’t in yet even though the boarding would be in 5 minutes. While we was flying there were many inconveniences. First the AC was so cold that I froze the whole time, secondly we flew at night (0:30) and people wanted to sleep but the lights from the airplane were fully on. It was a longer flight but we didn’t receive much to eat and when they came by with water, tea, coffee they didn’t asked me, just a few passengers."
Not Verified ,,Solo Leisure,Economy Class,Paris to Seattle,September 2022,4.0,5.0,5.0,5.0,5.0,3.0,5,yes,9," We had the best flight attendants. They were lovely. Very attentive to the passengers, very friendly. We were on flight 338 on September 29 leaving Paris to Seattle at 14:15."
✅ Trip Verified ,,Business,Economy Class,London to Dubai via Paris,September 2022,2.0,2.0,,,,1.0,1,no,1," London to Dubai via Paris. After being unable to make my journey and trying to rebook my ticket the customer service has been utterly terrible. They wouldn't offer a refund, instead offered to rebook and call back once the fees were calculated within 48hrs. This never happened, and when trying to check my flight details on the app and found there was nothing there - I called them back and was told my £825 ticket was cancelled. I have spent many days talking to various people over the phone having no clue, but at the same time scared to summon one of their supervisors who are always 'in a meeting' - it's been a month now. They now refuse to do anything about my tickets, constantly hanging up without offering any resolve, the outsourced call centre obviously doesn't care for the reputation of the Airline. I have never had this bad customer service with any airline regarding cancellations and rebooking/changing of a flight and I've been travelling to medical conferences and meetings for 50+ years. Unless you really have to, I would avoid this airline like the plague (I only took this airline based on my daughter's word and recent travel), they do not care for your custom, they don't even have any Air-France staff at the check-in desks in Heathrow."
✅ Trip Verified ,Boeing 777,Solo Leisure,Economy Class,Hamburg to Punta Cana via Paris CDG,July 2022,3.0,2.0,2.0,,,1.0,1,no,1,"  Flights cancelled at short notice, no rebooking options, no compensation. I had to buy a new ticket and it took them over 2 months to refund the previous one. Aircrafts were fine, service was standard for long haul. 3 pieces of luggage delayed for 75 days, no information from their customer service, hard to reach and rude. Worst experience with an airline, they'll never see me again."
Not Verified ,A350,Family Leisure,Economy Class,Atlanta to Paris,June 2022,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  Air France has been improving recently even if I already enjoyed flying this Airline,. CDG could be a small downside for a few people but I've always loved it, even though everything might take a few more minutes, I have always like it because it's beautiful!"
Not Verified ,,Solo Leisure,Economy Class,Birmingham to Paris via Budapest,April 2022,1.0,1.0,,,,1.0,1,no,1,"  The airline sold me a ticket, changing in Paris, but left nowhere near enough time to get through security and run across the airport. It was pretty humiliating, and the staff were incredibly rude. When I complained about it, the customer service lady threatened to cancel my return ticket and actually dismissed me with a 'dusting off her hands' motion. They have completely ignored my request for a refund (it left me £233 out of pocket and with a ruined trip. It took all day just to get home)."
✅ Trip Verified ,,Couple Leisure,Economy Class,Milan to New York via Paris CDG,January 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  My original flight had mechanical problems while in flight, so we diverted to Milan and endured hours of delay in getting to our final destination of New York-JFK. It was an awful ordeal. I submitted a delay compensation request back in January, and they finally approved it in September (more than 8 months to process!), but only for one of the two passengers in the reservation. I supplied them with all of the documentation they requested for both passengers. They have been unfriendly and unhelpful in getting to this point, and now after eight months of waiting, they are making me still fight them for the proper compensation amount. All I'm asking is that they follow the standard regulations set forth by the European Union. Nothing more, nothing less. "
Not Verified ,A350/E190,Family Leisure,Economy Class,Singapore to Nuremberg via Paris,September 2022,4.0,5.0,4.0,5.0,2.0,5.0,5,yes,9,"  Overall, a pleasant flight. The mini croissant served on the E190 was tasty. As for the food on the A350, it was satisfying enough but was not up to my expectations. Flight attendants were smiling."
✅ Trip Verified ,,Couple Leisure,Economy Class,Manchester to Paris via Bangaluru,September 2022,4.0,3.0,3.0,4.0,4.0,3.0,5,yes,7," Excellent service at Bengaluru. Due to the short time in b/w transfers one bag did not arrive. However Air France had already sent a list of missing baggage and they informed us whilst we were at the luggage carousel, this saving us time. They tracked where our baggage was and sent it on the next flight. It arrived safely. Very helpful staff at Bengaluru who helped us when we were tired and stressed. Thank you Air France! Re food though it's a different review as the quality was poor, food passed off as Indian, really wasn't food any Indian would eat!"
✅ Trip Verified ,,Business,Economy Class,Conakry to London Heathrow via Paris,September 2022,3.0,3.0,1.0,1.0,,1.0,1,no,2," Delayed baggage, and even longer delays (3 days!) in shipping it to me. Air France has scheduled far too short a connection time in Paris for its flights from West Africa (Guinea and Central African Republic), and given the change in terminal and slow security at CDG, I always end up having to run in order to make the final call for my London flight - very stressful. Air France themselves have the same problem - the last time I flew, my bag also missed the connection, and arrived in London three hours after me. That's when things really went downhill. Despite the fact that I live only two hours drive from Heathrow, it took Air France 3 days to ship my bag to me. I can order something on Amazon by midday and have it delivered the same day, but Air France takes 3 days to ship to an address two hours drive away. The final cherry on the cake: arrogant, indifferent customer service. When I called to complain about all of this and asked for a manager, the operator initially refused to let me talk to a manager, saying this was just about a bag. When I insisted, he said all of the managers were in a meeting, but he refused to get a manager to call me back - he said I would have to ring again and try to catch them when they're available! I will instead now vote with my feet, and stop using Air France for my flights to West Africa. Terrible airline."
✅ Trip Verified ,Boeing 777-300,Solo Leisure,First Class,Montréal to Paris,September 2022,4.0,5.0,5.0,5.0,5.0,4.0,4,yes,9," Excellent flight from Paris to Montréal, I wouldn't have recommended Air France 6 or 7 years ago, but this airline is really improving. The cabin crew was pleasing and careful, the flight landed earlier than announced and the food was pretty good for an economy class. The only negative point is that Paris CDG is really disorganized, it is probably one of the worst airports I've had experienced with Amsterdam AMS in Europe. I really hope that it will improve within the next years."
✅ Trip Verified ,Embraer 170,Solo Leisure,Economy Class,Paris to Zurich,August 2022,2.0,5.0,2.0,,,1.0,1,no,1,"  My flight from Zurich to Paris was an hour late.  My return flight experience was worse: I paid for a Siège Plus (11D) with extra legroom. However, there were no such seats (no emergency exit seats) on the Embraer 170. I now have to spend time filing an online claim for a reimbursement. My baggage was not delivered in Zurich. This is not the first time my bags have been lost by Air France even in a tiny terminal like 2G in Paris.  The bag finally arrived at Zurich airport this morning, one and a half days late. The local transporter never contacted me to schedule delivery. I had to call AF and insist on getting the local transporter's telephone number. I was told the bag was on its way, despite the fact that nobody had called me to check if I was home. I was told it would be with me between 3 and 5 p.m. No bag arrived. I then called the transporter again, who checked and said the driver claimed I was not at home. Hello! I had stayed at home the entire day. I did not even take a shower in case the driver came with my bag at exactly that time. This was a blatant lie by the driver. I then insisted that they make a delivery and I now have another two interval I need to block in the evening. In the best case scenario, I will have spent my entire day waiting at home for a bag. Between AF and the useless local transporter, I have wasted two days. Is this how AF treats its passengers? Is a Flying Blue Gold member impressed by this experience? I am very frustrated by the utter lack of professionalism from start to finish. "
Not Verified ,,Family Leisure,Economy Class,New York to Bangalore via Paris,August 2022,5.0,5.0,,,,5.0,5,yes,10,"  I must say that I am impressed by the Air France flight crew. I recently flew from NY to Bangalore with a connection in Paris with my wife and 12 month old son.  It was exactly what you would expect it to be. A nightmare! We had everything planned (my wife did I just follow orders) from the flight time, connection, food, sleep etc so that our child could have as smooth as a trip as possible. From NY to Paris we we golden. Smooth as silk. We took off he ate and slept. We landed and had some trouble figuring things out but we managed. Once we got on the plane for our Paris to Bangalore slight the nightmare began. He started screaming at the top of his lungs before the flight took off. Our plan for entertainment was lost during transport (ipad with pre downloaded 5hrs Cocomelon). He was rejecting all toys and foods. The lady behind us asked my wife "" Is he going to be like that the whole flight?"" After some back and forth with the other passenger, ourselves and the flight crew we took off. It was a 10hr flight and he cried for 9 of them. It was an out of body experience. Our son has never been so miserable. I dont know if it was sleep deprivation or his ears were bothering him but he was inconsolable. Our friend behind us, to her credit, along with the other passengers did not add fuel to the fire. The only bright spot was the flight crew. Which is the reason for the review. I have to give credit where credit is due. They were simply amazing. Very empathetic and supportive. Asking us if we needed any support on multiple occasions and it wasn't just one of them it was all of them. Providing us with food and supplies that I didn't even know was available. BTW did you know that there are children's eye covers? I found that interesting and don't know why. Anyway if it wasn't for our air heroes my wife and I would be needing immediate psychiatric therapy. We all know how difficult that is to get now and days. My salute to the air crew that day. You saved us and we are truly grateful. We will remember this day for a long time not only because of the difficulties we had with our son but for the care and help we received from the crew"
✅ Trip Verified ,,Business,Economy Class,Trondheim to London via Amsterdam,April 2022,,,,,,1.0,1,no,1,"  This was a booking with KLM for two passengers made and paid by myself but one passenger cancelled. I was promised a refund against a fee. The refund was never made. I asked various Air France employees if there was anything I could do to solve the situation.  It seems to me that niceties in the cabin are cheap to get, and anyway, those are paid for. When real issues arise, Air France is incapable of solving them, and, indeed, does not care to do so. "
Not Verified ,Boeing 787,Family Leisure,Economy Class,London to Punta Cana via Paris,August 2022,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  I would like to say that the airline and cabin crew were absolutely brilliant. They were very attentive and in hand if we needed them. The inflight food was delicious and tasty, not bland like other airlines. We pre-paid for our seats and we’re very pleased with the extra leg room outbound and the Solo seats coming home. I would like to thank all the staff from check in until when we landed. So professional and quick so the queues were small and manageable. Air France made our holiday more amazing by delivering such a wonderful experience. Thank You."
✅ Trip Verified ,Boeing 777-300,Business,Business Class,Bucharest to New York via Paris,August 2022,5.0,5.0,5.0,3.0,5.0,5.0,5,yes,10,"  Outstanding service. I have travelled from OTP to JFK via CDG and return in business class. A great experience from the lounge, food, beverages to the comfort of the seat. On the return segment JFK -CDG I was upgraded in La Premiere due to my Platinum Ultimate status. The onboard service was state of the art. The champagne the best I have ever tasted. The FAs and the pursers attitude and service flow less. Looking forward to my next trip with AF."
✅ Trip Verified ,,Couple Leisure,Economy Class,Paris to Prague,August 2022,3.0,1.0,,,,1.0,1,no,1,  They stop passengers at security to weigh their carry-on luggage. They weigh both bags and if both bags are even 1KG over their 12 KG weight limit they make you walk back to the Air France check-in area to spend 110 euros and 25 minutes to check one bag (not both bags even though they were both weighed together). This would make sense if the luggage was oversized and didn’t fit in the overhead bins but our small luggage was overweight was because we travel with large books. 
✅ Trip Verified ,,Solo Leisure,Economy Class,Orlando to Beirut via Manchester / Paris,July 2022,2.0,1.0,1.0,3.0,3.0,2.0,1,no,1,"  I booked a flight for an Air France / Virgin Atlantic flight from Orlando to Beirut. Once I landed in Beirut airport I notice I'm missing one checked bag so I reached out to the missing luggage office and file claim. 2 days later I got update by email that my bag was found, and it will be forwarded to Beirut. I contacted airport for my bag, and they said my bag did not arrive. 2 days later suddenly the claim I filed in the airport was closed and when I contacted customer service, they didn't know how the claim was closed or who closed it. I filed online claim again, since then I have been calling customer service every day about my luggage with no updates. Nobody could explain how my first claim was closed and keep saying no update on my luggage. I filed claim for necessary purchase but I didn't get any reimbursement, then after 21 days filed claim for lost luggage. I started calling air France every day, I got to speak with supervisor who made clear your bag was lost and there is no way for passenger to talk to claim department unless they call you. I asked how long it takes to get my reimbursement, he said, we have long queue and this might take several months. So they lost my bag with promise they will reimburse me when they decide to do with no timeframe. "
